Sex,Age,Influencer
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,21,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,22,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,23,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
Female,24,0
